Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX972200,Whole-genome sequencing of Arabidopsis thaliana: Sample 1943,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888320,,1896.01,1,39743388,3941041616,1943,WGS,GENOMIC,RANDOM
SRX972199,Whole-genome sequencing of Arabidopsis thaliana: Sample 1942,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888321,,1889.34,1,39321912,3905179568,1942,WGS,GENOMIC,RANDOM
SRX972198,Whole-genome sequencing of Arabidopsis thaliana: Sample 1925,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888245,,1845.9,1,15200625,3040125000,1925,WGS,GENOMIC,RANDOM
SRX972197,Whole-genome sequencing of Arabidopsis thaliana: Sample 1890,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888246,,2708.86,1,22366472,4473294400,1890,WGS,GENOMIC,RANDOM
SRX972196,Whole-genome sequencing of Arabidopsis thaliana: Sample 1872,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888324,,2052.7,1,16813435,3362687000,1872,WGS,GENOMIC,RANDOM
SRX972195,Whole-genome sequencing of Arabidopsis thaliana: Sample 1853,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888247,,1841.09,1,15098771,3019754200,1853,WGS,GENOMIC,RANDOM
SRX972194,Whole-genome sequencing of Arabidopsis thaliana: Sample 1852,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888249,,3035.46,1,22303481,4412872936,1852,WGS,GENOMIC,RANDOM
SRX972193,Whole-genome sequencing of Arabidopsis thaliana: Sample 1851,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888248,,6796.72,1,50146887,9946033518,1851,WGS,GENOMIC,RANDOM
SRX972192,Whole-genome sequencing of Arabidopsis thaliana: Sample 1835,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888250,,3845.79,1,27711530,5476428408,1835,WGS,GENOMIC,RANDOM
SRX972191,Whole-genome sequencing of Arabidopsis thaliana: Sample 1834,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888251,,4357.93,1,31560718,6246114419,1834,WGS,GENOMIC,RANDOM
SRX972190,Whole-genome sequencing of Arabidopsis thaliana: Sample 1829,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888252,,3173.84,1,25695381,5139076200,1829,WGS,GENOMIC,RANDOM
SRX972189,Whole-genome sequencing of Arabidopsis thaliana: Sample 1820,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888253,,3241.93,1,24110333,4784886754,1820,WGS,GENOMIC,RANDOM
SRX972188,Whole-genome sequencing of Arabidopsis thaliana: Sample 1819,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888254,,4230.52,1,30760986,6097402367,1819,WGS,GENOMIC,RANDOM
SRX972187,Whole-genome sequencing of Arabidopsis thaliana: Sample 1797,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888255,,2513.72,1,18713539,3711943916,1797,WGS,GENOMIC,RANDOM
SRX972186,Whole-genome sequencing of Arabidopsis thaliana: Sample 1793,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888256,,7032.26,1,50617834,10009781700,1793,WGS,GENOMIC,RANDOM
SRX972185,Whole-genome sequencing of Arabidopsis thaliana: Sample 1757,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888257,,6813.31,1,50883841,10106891813,1757,WGS,GENOMIC,RANDOM
SRX972184,Whole-genome sequencing of Arabidopsis thaliana: Sample 1756,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888258,,3641.95,1,26222121,5180502566,1756,WGS,GENOMIC,RANDOM
SRX972183,Whole-genome sequencing of Arabidopsis thaliana: Sample 1741,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888288,,3941.53,1,63421014,6069696495,1741,WGS,GENOMIC,RANDOM
SRX972182,Whole-genome sequencing of Arabidopsis thaliana: Sample 1739,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888259,,4218.33,1,66989854,6473539322,1739,WGS,GENOMIC,RANDOM
SRX972181,Whole-genome sequencing of Arabidopsis thaliana: Sample 1684,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888260,,3074.85,1,26500787,5220892050,1684,WGS,GENOMIC,RANDOM
SRX972180,Whole-genome sequencing of Arabidopsis thaliana: Sample 1676,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888264,,4445.11,1,32893812,6530209738,1676,WGS,GENOMIC,RANDOM
SRX972179,Whole-genome sequencing of Arabidopsis thaliana: Sample 1652,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888261,,4671.91,1,33836805,6699268821,1652,WGS,GENOMIC,RANDOM
SRX972178,Whole-genome sequencing of Arabidopsis thaliana: Sample 1651,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888262,,4094.81,1,30269939,6006898741,1651,WGS,GENOMIC,RANDOM
SRX972177,Whole-genome sequencing of Arabidopsis thaliana: Sample 1622,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888322,,5218.55,1,38213651,7563816369,1622,WGS,GENOMIC,RANDOM
SRX972176,Whole-genome sequencing of Arabidopsis thaliana: Sample 1612,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888263,,3777.86,1,28197907,5599163203,1612,WGS,GENOMIC,RANDOM
SRX972175,Whole-genome sequencing of Arabidopsis thaliana: Sample 1552,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888265,,7367.51,1,45604863,9120972600,1552,WGS,GENOMIC,RANDOM
SRX972174,Whole-genome sequencing of Arabidopsis thaliana: Sample 1317,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888266,,5287.73,1,43103020,8620604000,1317,WGS,GENOMIC,RANDOM
SRX972173,Whole-genome sequencing of Arabidopsis thaliana: Sample 1313,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888267,,1878.53,1,16892232,3378446400,1313,WGS,GENOMIC,RANDOM
SRX972172,Whole-genome sequencing of Arabidopsis thaliana: Sample 1257,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888268,,4651.81,1,28940427,5788085400,1257,WGS,GENOMIC,RANDOM
SRX972171,Whole-genome sequencing of Arabidopsis thaliana: Sample 1254,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888269,,2625.29,1,19333101,3866620200,1254,WGS,GENOMIC,RANDOM
SRX972169,Whole-genome sequencing of Arabidopsis thaliana: Sample 1158,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888270,,3254.75,1,26278872,5255774400,1158,WGS,GENOMIC,RANDOM
SRX972168,Whole-genome sequencing of Arabidopsis thaliana: Sample 1070,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888272,,3290.24,1,35401334,5381002768,1070,WGS,GENOMIC,RANDOM
SRX972167,Whole-genome sequencing of Arabidopsis thaliana: Sample 1066,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888271,,2494.06,1,27411536,4166553472,1066,WGS,GENOMIC,RANDOM
SRX972166,Whole-genome sequencing of Arabidopsis thaliana: Sample 1063,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888297,,1303.98,1,10963959,2192791800,1063,WGS,GENOMIC,RANDOM
SRX972165,Whole-genome sequencing of Arabidopsis thaliana: Sample 1062,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888275,,8021.93,1,52154720,10430944000,1062,WGS,GENOMIC,RANDOM
SRX972164,Whole-genome sequencing of Arabidopsis thaliana: Sample 1061,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888323,,1524,1,9827488,1965497600,1061,WGS,GENOMIC,RANDOM
SRX972163,Whole-genome sequencing of Arabidopsis thaliana: Sample 1006,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888273,,4379.88,1,35296537,7059307400,1006,WGS,GENOMIC,RANDOM
SRX972162,Whole-genome sequencing of Arabidopsis thaliana: Sample 1002,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888274,,1502.46,1,21451096,3260566592,1002,WGS,GENOMIC,RANDOM
SRX972159,Whole-genome sequencing of Arabidopsis thaliana: Sample 991,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888313,,5313.07,1,34162654,6832530800,991,WGS,GENOMIC,RANDOM
SRX972158,Whole-genome sequencing of Arabidopsis thaliana: Sample 932,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888276,,1890.17,1,15392346,3078469200,932,WGS,GENOMIC,RANDOM
SRX972157,Whole-genome sequencing of Arabidopsis thaliana: Sample 915,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888325,,1787.37,1,14576752,2915350400,915,WGS,GENOMIC,RANDOM
SRX972156,Whole-genome sequencing of Arabidopsis thaliana: Sample 870,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888277,,2939.67,1,23797745,4759549000,870,WGS,GENOMIC,RANDOM
SRX972155,Whole-genome sequencing of Arabidopsis thaliana: Sample 868,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888278,,3796.1,1,27699741,5494848011,868,WGS,GENOMIC,RANDOM
SRX972154,Whole-genome sequencing of Arabidopsis thaliana: Sample 867,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888279,,4475.47,1,33496863,6654081857,867,WGS,GENOMIC,RANDOM
SRX972153,Whole-genome sequencing of Arabidopsis thaliana: Sample 854,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888280,,6990.14,1,51207106,10148792962,854,WGS,GENOMIC,RANDOM
SRX972152,Whole-genome sequencing of Arabidopsis thaliana: Sample 853,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888283,,8513.56,1,61311333,12122769760,853,WGS,GENOMIC,RANDOM
SRX972151,Whole-genome sequencing of Arabidopsis thaliana: Sample 801,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888281,,2606.13,1,21229943,4245988600,801,WGS,GENOMIC,RANDOM
SRX972150,Whole-genome sequencing of Arabidopsis thaliana: Sample 772,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888282,,1759.41,1,13690770,2765535540,772,WGS,GENOMIC,RANDOM
SRX972149,Whole-genome sequencing of Arabidopsis thaliana: Sample 768,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888284,,1163.65,1,9458074,1910530948,768,WGS,GENOMIC,RANDOM
SRX972148,Whole-genome sequencing of Arabidopsis thaliana: Sample 766,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888285,,1301.61,1,10193882,2059164164,766,WGS,GENOMIC,RANDOM
SRX972145,Whole-genome sequencing of Arabidopsis thaliana: Sample 742,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888286,,3793.65,1,63273646,6208529641,742,WGS,GENOMIC,RANDOM
SRX972144,Whole-genome sequencing of Arabidopsis thaliana: Sample 728,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888326,,2765.08,1,23027689,4483275950,728,WGS,GENOMIC,RANDOM
SRX972143,Whole-genome sequencing of Arabidopsis thaliana: Sample 687,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888287,,4022.77,1,23925367,5964921725,687,WGS,GENOMIC,RANDOM
SRX972142,Whole-genome sequencing of Arabidopsis thaliana: Sample 685,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888327,,8081.04,1,58029934,11475567028,685,WGS,GENOMIC,RANDOM
SRX972141,Whole-genome sequencing of Arabidopsis thaliana: Sample 681,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888289,,4613.69,1,33347363,6598915251,681,WGS,GENOMIC,RANDOM
SRX972140,Whole-genome sequencing of Arabidopsis thaliana: Sample 680,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888290,,6967.28,1,51103230,10124745115,680,WGS,GENOMIC,RANDOM
SRX972139,Whole-genome sequencing of Arabidopsis thaliana: Sample 630,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888293,,3265.06,1,23997278,4799455600,630,WGS,GENOMIC,RANDOM
SRX972138,Whole-genome sequencing of Arabidopsis thaliana: Sample 628,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888291,,6738.87,1,48493163,9579296632,628,WGS,GENOMIC,RANDOM
SRX972137,Whole-genome sequencing of Arabidopsis thaliana: Sample 546,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888292,,8327.35,1,61992435,12306088246,546,WGS,GENOMIC,RANDOM
SRX972136,Whole-genome sequencing of Arabidopsis thaliana: Sample 544,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888298,,12332.24,1,90673237,18032335309,544,WGS,GENOMIC,RANDOM
SRX972135,Whole-genome sequencing of Arabidopsis thaliana: Sample 531,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888294,,1746.93,1,38950228,3882194521,531,WGS,GENOMIC,RANDOM
SRX972134,Whole-genome sequencing of Arabidopsis thaliana: Sample 506,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888295,,5501.63,1,38288208,7496089101,506,WGS,GENOMIC,RANDOM
SRX972133,Whole-genome sequencing of Arabidopsis thaliana: Sample 504,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888296,,1705.46,1,38516504,3837515117,504,WGS,GENOMIC,RANDOM
SRX972132,Whole-genome sequencing of Arabidopsis thaliana: Sample 484,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888302,,1870.22,1,41225692,4099563093,484,WGS,GENOMIC,RANDOM
